N == 1000
CSV,1000,1,6.926,6.926,18,25.565
CSV,1000,2,6.926,6.926,18,25.623
CSV,1000,3,6.926,6.926,18,25.633
CSV,1000,4,6.926,6.926,18,25.562
CSV,1000,5,6.926,6.926,18,25.593
CSV,1000,6,6.926,6.926,18,25.632
CSV,1000,7,6.926,6.926,18,25.554
CSV,1000,8,6.926,6.926,18,25.49
CSV,1000,9,6.926,6.926,18,25.566
CSV,1000,10,6.926,6.926,18,25.534
CSV,1000,11,6.926,6.926,18,25.531
CSV,1000,12,6.926,6.926,18,25.599
CSV,1000,13,6.926,6.926,18,25.593
CSV,1000,14,6.926,6.926,18,25.554
CSV,1000,15,6.926,6.926,18,25.542
CSV,1000,16,6.926,6.926,18,25.579
CSV,1000,17,6.926,6.926,18,25.59
CSV,1000,18,6.926,6.926,18,25.495
CSV,1000,19,6.926,6.926,18,25.673
CSV,1000,20,6.926,6.926,18,25.589
CSV,1000,21,6.926,6.926,18,25.522
CSV,1000,22,6.926,6.926,18,25.522
CSV,1000,23,6.926,6.926,18,25.664
CSV,1000,24,6.926,6.926,18,25.565
CSV,1000,25,6.926,6.926,18,25.548
N == 3000
CSV,3000,1,7.607,7.607,21,30.307
CSV,3000,2,7.607,7.607,21,30.236
CSV,3000,3,7.607,7.607,21,30.2617
CSV,3000,4,7.607,7.607,21,30.2857
CSV,3000,5,7.607,7.607,21,30.2823
CSV,3000,6,7.607,7.607,21,30.325
CSV,3000,7,7.607,7.607,21,30.2523
CSV,3000,8,7.607,7.607,21,30.2933
CSV,3000,9,7.607,7.607,21,30.2337
CSV,3000,10,7.607,7.607,21,30.3463
CSV,3000,11,7.607,7.607,21,30.3207
CSV,3000,12,7.607,7.607,21,30.2753
CSV,3000,13,7.607,7.607,21,30.2803
CSV,3000,14,7.607,7.607,21,30.2283
CSV,3000,15,7.607,7.607,21,30.308
CSV,3000,16,7.607,7.607,21,30.229
CSV,3000,17,7.607,7.607,21,30.2173
CSV,3000,18,7.607,7.607,21,30.301
CSV,3000,19,7.607,7.607,21,30.2787
CSV,3000,20,7.607,7.607,21,30.234
CSV,3000,21,7.607,7.607,21,30.2373
CSV,3000,22,7.607,7.607,21,30.2543
CSV,3000,23,7.607,7.607,21,30.2547
CSV,3000,24,7.607,7.607,21,30.1953
CSV,3000,25,7.607,7.607,21,30.256
N == 5000
CSV,5000,1,7.9598,7.9598,15,32.4538
CSV,5000,2,7.9598,7.9598,15,32.4698
CSV,5000,3,7.9598,7.9598,15,32.4598
CSV,5000,4,7.9598,7.9598,15,32.443
CSV,5000,5,7.9598,7.9598,15,32.4308
CSV,5000,6,7.9598,7.9598,15,32.4348
CSV,5000,7,7.9598,7.9598,15,32.4188
CSV,5000,8,7.9598,7.9598,15,32.5094
CSV,5000,9,7.9598,7.9598,15,32.4286
CSV,5000,10,7.9598,7.9598,15,32.4884
CSV,5000,11,7.9598,7.9598,15,32.428
CSV,5000,12,7.9598,7.9598,15,32.478
CSV,5000,13,7.9598,7.9598,15,32.4656
CSV,5000,14,7.9598,7.9598,15,32.474
CSV,5000,15,7.9598,7.9598,15,32.4538
CSV,5000,16,7.9598,7.9598,15,32.4766
CSV,5000,17,7.9598,7.9598,15,32.4554
CSV,5000,18,7.9598,7.9598,15,32.4484
CSV,5000,19,7.9598,7.9598,15,32.425
CSV,5000,20,7.9598,7.9598,15,32.4416
CSV,5000,21,7.9598,7.9598,15,32.4758
CSV,5000,22,7.9598,7.9598,15,32.449
CSV,5000,23,7.9598,7.9598,15,32.4706
CSV,5000,24,7.9598,7.9598,15,32.447
CSV,5000,25,7.9598,7.9598,15,32.4714
N == 7000
CSV,7000,1,8.23157,8.23157,21,33.8816
CSV,7000,2,8.23157,8.23157,21,33.8901
CSV,7000,3,8.23157,8.23157,21,33.8834
CSV,7000,4,8.23157,8.23157,21,33.904
CSV,7000,5,8.23157,8.23157,21,33.9163
CSV,7000,6,8.23157,8.23157,21,33.8933
CSV,7000,7,8.23157,8.23157,21,33.8873
CSV,7000,8,8.23157,8.23157,21,33.8476
CSV,7000,9,8.23157,8.23157,21,33.8847
CSV,7000,10,8.23157,8.23157,21,33.919
CSV,7000,11,8.23157,8.23157,21,33.9284
CSV,7000,12,8.23157,8.23157,21,33.8849
CSV,7000,13,8.23157,8.23157,21,33.8941
CSV,7000,14,8.23157,8.23157,21,33.9471
CSV,7000,15,8.23157,8.23157,21,33.9233
CSV,7000,16,8.23157,8.23157,21,33.895
CSV,7000,17,8.23157,8.23157,21,33.9076
CSV,7000,18,8.23157,8.23157,21,33.8914
CSV,7000,19,8.23157,8.23157,21,33.9114
CSV,7000,20,8.23157,8.23157,21,33.8491
CSV,7000,21,8.23157,8.23157,21,33.8847
CSV,7000,22,8.23157,8.23157,21,33.8881
CSV,7000,23,8.23157,8.23157,21,33.9359
CSV,7000,24,8.23157,8.23157,21,33.9049
CSV,7000,25,8.23157,8.23157,21,33.8784
N == 9000
CSV,9000,1,8.42389,8.42389,15,35.0009
CSV,9000,2,8.42389,8.42389,15,35.0178
CSV,9000,3,8.42389,8.42389,15,35.0163
CSV,9000,4,8.42389,8.42389,15,34.9917
CSV,9000,5,8.42389,8.42389,15,35.0199
CSV,9000,6,8.42389,8.42389,15,35.0247
CSV,9000,7,8.42389,8.42389,15,34.9993
CSV,9000,8,8.42389,8.42389,15,34.9598
CSV,9000,9,8.42389,8.42389,15,34.9449
CSV,9000,10,8.42389,8.42389,15,34.9921
CSV,9000,11,8.42389,8.42389,15,34.9697
CSV,9000,12,8.42389,8.42389,15,35.0206
CSV,9000,13,8.42389,8.42389,15,35.001
CSV,9000,14,8.42389,8.42389,15,34.9811
CSV,9000,15,8.42389,8.42389,15,34.95
CSV,9000,16,8.42389,8.42389,15,34.99
CSV,9000,17,8.42389,8.42389,15,34.9903
CSV,9000,18,8.42389,8.42389,15,35.0134
CSV,9000,19,8.42389,8.42389,15,35.036
CSV,9000,20,8.42389,8.42389,15,35.0254
CSV,9000,21,8.42389,8.42389,15,34.9697
CSV,9000,22,8.42389,8.42389,15,34.9781
CSV,9000,23,8.42389,8.42389,15,34.991
CSV,9000,24,8.42389,8.42389,15,34.999
CSV,9000,25,8.42389,8.42389,15,35.0016
N == 11000
CSV,11000,1,8.50873,8.50873,24,35.8342
CSV,11000,2,8.50873,8.50873,24,35.8795
CSV,11000,3,8.50873,8.50873,24,35.8267
CSV,11000,4,8.50873,8.50873,24,35.8264
CSV,11000,5,8.50873,8.50873,24,35.8104
CSV,11000,6,8.50873,8.50873,24,35.8649
CSV,11000,7,8.50873,8.50873,24,35.8413
CSV,11000,8,8.50873,8.50873,24,35.866
CSV,11000,9,8.50873,8.50873,24,35.8395
CSV,11000,10,8.50873,8.50873,24,35.8534
CSV,11000,11,8.50873,8.50873,24,35.8185
CSV,11000,12,8.50873,8.50873,24,35.8636
CSV,11000,13,8.50873,8.50873,24,35.859
CSV,11000,14,8.50873,8.50873,24,35.8459
CSV,11000,15,8.50873,8.50873,24,35.8184
CSV,11000,16,8.50873,8.50873,24,35.8573
CSV,11000,17,8.50873,8.50873,24,35.8372
CSV,11000,18,8.50873,8.50873,24,35.8351
